@relation data

@attribute att1 {Color,' Black and White'}
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 {English,Mandarin,Aboriginal,Spanish,French,Filipino,Maya,Kazakh,Telugu,Cantonese,Japanese,Aramaic,Italian,Dutch,Dari,German,Mongolian,Thai,Bosnian,Korean,Hungarian,Hindi,Icelandic,Danish,Portuguese,Norwegian,Czech,Russian,None,Zulu,Hebrew,Dzongkha,Arabic,Vietnamese,Indonesian,Romanian,Persian,Swedish}
@attribute att7 {USA,UK,'New Zealand',Canada,Australia,Germany,China,'New Line',France,Japan,Spain,'Hong Kong','Czech Republic',Peru,'South Korea',India,Aruba,Denmark,Belgium,Ireland,'South Africa',Italy,Romania,Chile,Netherlands,Hungary,Russia,Mexico,Greece,Taiwan,'Official site',Thailand,Iran,'West Germany',Georgia,Iceland,Brazil,Finland,Norway,Argentina,Colombia,Poland,Israel,Indonesia,Afghanistan,Sweden,Philippines}
@attribute att8 {PG-13,PG,G,R,Approved,NC-17,X,'Not Rated',Unrated,M,GP,Passed}
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric

@data
Color,85,63,156,594,English,UK,PG-13,2,3,2,1
Color,1446,1285,3214,643,English,UK,M,2,2,4,1
Color,548,1150,3215,5295,English,USA,R,2,3,2,1
Color,511,1287,3004,5296,English,USA,PG-13,2,4,2,1
Color,1231,758,2901,3113,English,USA,R,2,4,2,1
Color,1448,6,165,2391,English,USA,PG,2,4,2,1
Color,452,109,2378,1512,English,USA,R,3,4,2,0
Color,1449,34,537,2297,English,USA,R,2,4,2,1
Color,760,40,336,137,English,USA,R,2,4,2,1
Color,1451,392,430,360,English,USA,R,2,4,4,1
Color,1452,1289,3219,5299,English,USA,PG-13,2,4,2,1
Color,329,16,914,3865,English,USA,PG-13,2,4,2,1
' Black and White',777,1053,1449,2241,English,UK,R,2,4,2,0
Color,1050,1290,1075,2476,English,USA,PG,2,4,2,1
Color,933,371,624,163,English,USA,PG-13,2,4,2,0
Color,1454,255,462,2813,English,USA,R,2,4,2,0
Color,1455,543,2213,5301,English,USA,R,2,4,2,0
Color,954,51,473,718,English,UK,PG-13,2,4,4,0
Color,1456,526,1220,5302,French,France,R,2,4,2,0
Color,1114,154,227,5303,English,USA,R,2,3,1,0
Color,428,84,3220,5304,English,Germany,R,2,4,2,0
Color,1457,704,1136,603,English,USA,PG-13,2,4,2,0
Color,815,212,3221,938,English,UK,R,2,4,2,0
Color,982,298,51,3454,English,UK,PG-13,2,4,2,0
Color,1458,869,3222,5305,English,USA,PG-13,2,4,2,0
Color,1460,1292,3224,5306,English,France,'Not Rated',2,4,1,0
Color,1461,142,3225,5307,English,USA,R,2,4,2,1
Color,1462,833,1008,271,English,USA,R,2,4,2,0
Color,1463,488,3226,5308,English,USA,R,2,4,2,0
Color,1465,21,49,114,English,USA,R,2,4,2,0
' Black and White',1466,1293,2227,5309,English,Canada,R,2,4,2,0
Color,1467,166,1567,1148,English,USA,PG-13,2,4,2,0
Color,592,115,272,5174,English,UK,PG-13,2,4,2,0
Color,1468,462,3227,5194,English,USA,R,2,4,2,0
Color,1469,508,2881,2762,English,USA,R,2,4,2,0
Color,1470,579,3228,902,English,Italy,Unrated,3,4,2,0
Color,1471,1294,3229,5310,English,Spain,R,2,4,2,0
Color,966,1295,3230,5311,Japanese,Japan,R,4,3,2,0
Color,1474,1299,2384,5313,English,UK,R,2,4,2,0
Color,1476,304,1612,5317,English,Australia,R,2,3,2,0
Color,545,130,1629,3554,English,USA,PG,2,3,2,1
Color,657,159,481,68,English,USA,R,2,4,2,1
Color,1478,1303,3237,5319,Cantonese,'Hong Kong',R,2,3,2,1
Color,689,6,895,5321,English,USA,R,2,4,2,1
Color,1480,544,1159,5322,English,USA,R,2,4,2,1
Color,1120,78,242,5323,English,UK,PG-13,2,4,2,1
Color,1481,1304,1721,5324,English,UK,R,2,3,2,0
Color,796,147,2253,3081,English,USA,R,2,4,2,1
Color,958,1305,3239,4544,English,Canada,R,2,4,2,0
Color,1482,340,2744,3342,English,USA,PG-13,2,4,2,0
Color,1483,1306,3240,2820,English,USA,PG,2,4,2,0
Color,1230,6,375,360,English,USA,R,2,4,2,1
Color,1484,1307,3241,5325,French,France,?,3,4,2,0
Color,790,1059,3242,5326,English,UK,R,2,4,2,0
Color,721,202,257,993,English,Germany,R,2,4,2,1
Color,1486,1138,3243,4680,English,UK,R,2,4,2,0
Color,1488,1309,3245,5328,Hindi,USA,?,2,4,4,0
Color,1489,526,509,5329,French,France,PG-13,2,4,2,0
Color,1099,63,2659,5331,English,France,R,2,4,2,0
Color,1491,444,2295,3087,English,UK,R,2,4,2,0
Color,6,6,182,396,English,USA,PG-13,4,4,4,1
Color,1492,1311,902,5332,English,USA,PG-13,2,4,2,1
Color,689,6,80,674,English,USA,PG-13,2,4,2,1
Color,1494,643,3248,5334,English,UK,GP,2,2,2,1
Color,420,210,373,226,English,USA,R,2,2,4,1
Color,451,1313,3249,5335,English,USA,R,2,3,2,1
Color,17,58,53,336,English,USA,PG-13,2,4,2,1
Color,1251,185,3250,5336,English,'New Zealand',R,2,3,2,1
Color,151,50,413,72,English,USA,R,2,4,2,1
Color,88,1314,1912,5337,English,USA,PG-13,2,4,2,1
Color,1494,666,3251,3371,English,UK,PG,2,3,2,1
Color,352,121,1017,5338,English,USA,PG,2,4,2,1
Color,1316,346,257,2736,English,USA,PG-13,2,4,2,1
Color,35,20,2106,4019,English,Australia,PG-13,4,4,4,1
' Black and White',299,21,347,2865,English,USA,PG,2,4,2,1
Color,443,93,3253,5340,English,Canada,R,2,4,2,1
Color,423,397,26,111,English,USA,R,2,3,2,1
Color,790,174,675,206,English,UK,R,3,4,2,0
Color,1496,1001,1096,1275,English,USA,PG,2,3,2,1
Color,1494,18,3254,643,English,UK,PG,3,3,2,1
Color,836,407,3106,3382,English,USA,R,2,3,2,1
Color,668,1315,3255,5341,English,UK,R,2,4,2,1
Color,1498,651,3257,5343,English,USA,R,2,4,2,1
Color,363,1072,3258,3680,English,USA,R,2,4,2,1
Color,1095,1316,3259,1715,English,USA,R,2,4,2,1
Color,1171,1317,3260,4567,English,USA,R,2,4,2,1
Color,631,285,536,624,English,USA,R,2,4,2,1
Color,2,24,2102,2098,English,UK,PG-13,4,4,4,1
' Black and White',1095,1316,3261,5344,English,USA,R,2,4,2,1
Color,607,1319,3263,5346,English,USA,R,2,4,2,1
Color,1500,192,226,451,English,USA,PG-13,2,4,2,1
Color,601,483,618,4788,English,USA,R,2,3,2,1
Color,1102,802,1130,5347,English,USA,PG-13,2,4,2,1
Color,1501,298,3264,5296,English,USA,R,2,4,2,1
Color,48,1320,3265,4621,English,USA,R,2,3,4,1
Color,1463,1321,3266,4780,English,USA,R,2,4,2,0
Color,1381,1322,2302,1392,English,UK,PG-13,2,4,2,0
Color,120,1323,3267,1342,Aboriginal,Australia,PG,2,4,2,0
Color,822,934,663,5348,English,USA,PG-13,2,4,2,0
Color,1502,1324,201,5349,English,UK,R,2,3,2,0
Color,1503,203,3268,5350,English,USA,PG,2,4,2,0
Color,1396,1173,3269,1392,Hindi,India,?,2,4,4,0
Color,186,638,3270,4260,English,USA,R,2,4,2,0
Color,1342,417,3271,1826,English,USA,R,2,4,2,0
Color,1504,748,3272,1950,English,USA,PG,2,4,2,0
Color,1218,98,1167,655,English,USA,R,2,4,2,0
Color,1224,563,521,557,English,USA,R,2,4,2,0
Color,1505,1326,2342,5351,English,UK,R,2,4,2,0
Color,1507,719,612,5352,English,USA,G,2,4,2,0
Color,1486,19,2486,2855,English,USA,R,2,4,2,0
Color,1508,526,3273,5354,English,UK,PG,2,3,2,0
Color,583,905,3274,5355,French,France,R,3,3,2,0
Color,571,1328,3275,5356,English,USA,R,2,4,2,0
Color,1510,369,2858,220,English,USA,PG-13,2,4,2,0
Color,1511,58,131,674,English,USA,R,2,4,2,0
Color,525,109,3277,1763,English,USA,R,2,4,2,0
Color,1512,242,1165,5359,English,UK,R,2,4,2,0
Color,1311,252,652,1863,English,USA,PG-13,2,4,2,0
Color,1513,1330,2919,2761,English,USA,R,2,4,2,0
Color,1515,8,420,2208,English,USA,R,2,4,2,0
Color,1516,685,385,1215,English,UK,R,2,4,2,0
Color,326,303,2387,5365,English,USA,R,2,3,2,1
Color,776,174,243,812,English,USA,R,2,3,2,1
Color,1523,1338,3283,5369,German,Germany,?,3,4,2,0
Color,1524,271,1084,3131,English,USA,R,2,4,2,0
Color,1525,1339,3284,5370,English,USA,R,2,4,2,0
Color,1526,37,1981,5371,English,Canada,PG-13,2,4,2,1
Color,496,1340,3285,5372,French,Canada,R,2,4,4,0
Color,403,1341,3286,5373,Italian,Italy,R,2,4,2,0
Color,139,1154,3288,5374,Portuguese,Brazil,R,2,4,2,0
Color,707,114,1713,5375,English,USA,R,2,4,2,1
Color,1528,1342,3289,5376,English,Australia,PG-13,2,4,2,0
Color,265,1343,3290,5377,English,USA,R,2,3,2,1
Color,1529,903,3291,5378,English,USA,PG-13,2,3,2,1
Color,209,1345,952,948,English,USA,X,2,3,2,1
Color,54,1045,165,2206,English,USA,PG,2,3,2,1
Color,52,675,1728,4889,English,USA,R,2,4,2,1
Color,1452,1346,3293,5380,English,USA,R,2,4,2,1
Color,1531,1348,2430,4670,English,USA,PG-13,2,4,2,1
Color,1532,1349,3295,5382,English,Germany,R,2,4,4,0
Color,901,125,275,2379,English,UK,NC-17,2,4,2,0
Color,69,3,938,4371,English,UK,R,2,4,2,0
Color,1533,1350,1306,3240,English,USA,PG-13,2,4,2,0
Color,1534,788,261,1820,English,UK,PG-13,2,4,2,0
Color,1106,49,102,779,English,USA,R,2,4,2,0
Color,1535,289,3296,5383,English,UK,?,2,4,2,0
Color,1536,26,951,1140,English,USA,R,2,4,2,0
' Black and White',913,1169,1059,1288,English,UK,R,2,4,2,0
Color,0,280,668,4978,English,UK,R,2,3,2,1
' Black and White',1538,1351,3297,2879,German,Germany,R,2,4,2,0
Color,323,1054,3298,5384,English,UK,R,2,4,2,0
Color,609,990,1088,3721,English,USA,R,2,3,2,0
Color,1170,1354,572,1472,English,USA,PG-13,2,3,2,1
Color,78,1,785,2255,English,UK,R,2,3,2,1
Color,942,1355,3300,5387,English,USA,R,2,4,2,1
Color,1540,1356,3301,5388,English,USA,M,2,2,2,1
Color,1541,1357,3302,5389,English,USA,Approved,2,2,4,1
Color,351,548,705,4150,English,USA,R,2,3,2,1
Color,158,51,250,1586,English,USA,PG,4,4,2,0
Color,1542,1344,3303,3100,English,USA,Unrated,2,2,4,1
Color,370,192,3304,1283,English,USA,R,2,3,2,1
Color,1543,430,1966,2177,English,USA,R,2,4,2,1
Color,1171,536,3125,2552,English,USA,R,2,4,2,1
Color,11,11,149,1569,English,USA,R,2,3,2,1
' Black and White',249,1358,3305,5390,English,USA,X,2,3,2,1
Color,205,32,1045,5391,English,Germany,R,2,4,2,1
Color,121,441,3306,5392,English,USA,R,2,4,2,1
Color,1544,764,1941,5393,English,USA,Unrated,2,1,4,1
Color,1250,100,161,1167,English,USA,PG-13,2,4,2,1
Color,469,806,3181,1607,English,UK,R,2,3,2,1
Color,437,1359,3307,4545,English,USA,R,2,3,2,1
Color,1545,1002,1283,3125,English,USA,PG,2,4,2,1
Color,372,218,274,2938,English,USA,R,2,3,2,1
Color,505,57,458,5395,English,UK,R,2,4,2,1
Color,1547,1157,3113,5396,English,USA,R,2,3,2,1
Color,371,247,2289,5397,English,UK,R,2,4,2,1
Color,1548,806,3310,4208,English,USA,X,2,3,2,1
Color,776,72,3311,5398,English,USA,PG-13,2,4,2,1
Color,1549,289,3312,1763,English,UK,?,2,4,1,1
Color,930,1084,3077,5399,English,USA,R,2,4,2,1
Color,1550,84,758,1793,English,USA,R,2,4,2,1
Color,1551,6,71,351,English,USA,PG-13,2,4,2,1
Color,1552,166,1225,5400,Spanish,USA,R,2,4,2,0
Color,1553,1326,200,5401,English,USA,PG-13,2,4,2,1
Color,1554,202,972,5402,English,Ireland,R,2,4,2,0
Color,1555,600,601,4340,English,USA,R,2,4,2,0
Color,571,396,1095,582,English,USA,R,2,4,2,0
Color,1556,1361,3314,5403,English,USA,R,2,4,2,0
Color,1557,110,88,3590,English,USA,R,2,4,2,0
Color,1558,221,581,1922,English,Germany,PG-13,2,4,2,0
Color,1559,1363,3316,2978,English,USA,R,2,4,2,0
Color,1057,1364,3317,5404,English,USA,PG-13,2,3,2,0
Color,944,563,169,2577,English,USA,PG-13,2,4,2,0
Color,1561,1366,3319,5406,English,USA,R,2,4,2,0
Color,691,535,2498,4648,English,USA,R,2,4,2,0
Color,1565,1369,3323,5411,English,USA,PG-13,2,3,2,0
Color,1566,983,3324,5412,English,USA,PG,2,4,2,0
Color,932,398,704,3807,English,USA,R,2,4,2,0
?,402,28,1882,5414,English,China,PG-13,2,4,2,0
Color,1567,137,3326,5415,English,USA,R,2,4,2,0
Color,1135,1371,242,1494,English,UK,PG-13,2,4,2,0
Color,1569,72,582,5102,English,USA,R,2,4,2,0
Color,1153,41,351,779,English,USA,R,3,4,2,0
Color,1574,829,1586,3124,French,France,R,2,4,2,0
Color,1575,203,3331,5420,English,USA,PG-13,2,4,2,0
Color,466,350,2387,2962,English,USA,R,3,4,2,0
Color,1576,1377,3332,5421,Dutch,Netherlands,R,2,4,2,0
Color,1579,577,3335,5424,Thai,Thailand,R,4,4,2,0
Color,1381,613,3337,1392,English,UK,PG-13,2,4,2,1
Color,1430,116,1899,1738,English,USA,PG-13,2,4,4,0
Color,1193,1380,3338,5426,English,USA,PG-13,2,4,2,1
Color,1295,1382,3340,5428,Spanish,Spain,R,2,4,2,0
Color,1540,349,1422,2322,English,USA,PG,2,3,4,1
Color,659,1384,2259,2709,English,UK,PG,2,3,2,1
Color,1582,595,1317,5202,English,USA,PG-13,2,4,2,1
Color,615,1246,419,5430,English,Australia,PG-13,2,4,2,1
Color,1583,58,59,5431,English,USA,R,2,4,2,1
Color,992,59,26,2156,English,USA,R,2,4,2,0
Color,768,141,51,4464,English,UK,R,2,4,2,0
Color,1585,1386,3344,5433,French,France,PG-13,2,4,2,0
Color,1586,609,3345,5434,English,Canada,R,2,4,2,1
Color,1587,1387,418,2073,English,USA,R,2,4,2,0
Color,437,1388,1578,1662,English,USA,R,2,3,2,1
Color,1588,221,1210,3721,English,USA,R,2,4,2,0
Color,1589,1389,3346,5435,French,Finland,'Not Rated',2,4,2,0
Color,1590,1391,3348,5437,Japanese,Japan,Unrated,2,4,2,0
Color,1593,603,3349,5440,English,USA,R,2,4,2,0
Color,669,64,2509,5441,English,USA,R,2,4,2,0
Color,1085,1394,3350,5443,Norwegian,Norway,R,3,4,2,0
Color,1596,1396,3351,1336,English,Canada,PG-13,2,4,2,0
Color,33,627,3265,5185,English,USA,PG-13,2,4,2,1
Color,1303,975,926,1710,English,USA,R,2,4,2,1
Color,1599,71,3355,5447,English,USA,PG-13,3,4,2,1
Color,899,842,2784,3275,English,USA,R,2,4,2,1
Color,1600,332,3356,5375,English,USA,PG-13,2,4,2,1
Color,929,1399,1545,1289,English,USA,R,2,4,2,1
Color,1601,627,1780,5448,English,USA,PG-13,2,4,2,1
Color,168,1400,3215,5449,English,USA,X,2,3,2,1
Color,1327,510,3120,4588,English,USA,R,2,4,2,1
Color,1602,1401,3357,5450,Spanish,Mexico,PG-13,2,4,2,1
Color,929,1402,3358,5451,English,USA,R,2,4,2,1
Color,1603,1183,3359,5452,English,USA,Unrated,2,2,4,1
Color,840,1,2704,666,English,USA,R,2,3,2,1
Color,1604,233,1008,1374,English,USA,R,2,4,2,1
Color,1605,1404,3361,3513,English,USA,R,2,4,2,1
Color,645,72,80,820,English,USA,R,2,4,2,1
Color,1606,351,2034,1722,English,USA,PG-13,2,4,2,1
' Black and White',3,635,878,5455,English,USA,R,2,4,2,1
Color,1607,1405,3362,5456,English,USA,R,2,4,2,1
' Black and White',609,990,1088,4102,English,USA,R,2,4,2,1
Color,564,385,828,5457,English,UK,R,2,4,2,1
Color,1608,252,2111,5168,English,USA,PG-13,2,4,2,1
Color,1609,1406,1359,5458,English,USA,R,2,3,2,1
Color,1610,176,3364,5460,English,USA,G,2,4,1,1
Color,1611,1408,2686,5461,English,USA,PG-13,2,4,4,1
Color,1613,336,191,250,English,USA,R,2,4,2,1
Color,1614,85,1900,5462,English,USA,R,2,4,2,1
Color,1284,481,3083,1084,English,USA,R,2,4,2,1
Color,1234,1193,3365,5463,English,USA,R,2,4,2,1
Color,803,1182,3366,1060,Spanish,USA,R,2,4,2,1
Color,1022,1190,3209,1531,English,USA,R,2,4,2,1
Color,1615,224,833,1079,English,USA,PG-13,2,4,2,1
Color,1618,1410,3368,5465,English,USA,R,2,3,2,1
Color,502,932,2859,4803,English,USA,PG,2,4,2,1
Color,1619,182,3179,5466,English,USA,R,2,4,2,1
Color,1620,806,3369,5021,English,USA,R,2,3,2,1
Color,122,1411,3370,5467,Spanish,Mexico,R,2,4,2,1
Color,229,1412,1205,2157,English,UK,R,2,4,2,1
Color,1621,1413,1822,4340,English,USA,PG-13,2,4,2,1
Color,1430,72,3371,5468,English,USA,R,2,4,4,1
Color,807,806,3372,5469,English,USA,R,2,3,2,1
Color,1622,979,3373,5470,English,USA,R,2,3,2,1
Color,277,899,1034,2757,English,USA,R,2,3,2,1
Color,1623,378,3374,5471,English,USA,PG,2,3,2,1
Color,1624,1414,3375,5472,English,USA,PG-13,2,4,2,1
Color,1625,360,750,4289,English,USA,R,2,4,2,1
Color,1234,1415,3376,5473,English,USA,R,2,4,2,1
Color,1627,1418,1070,4618,English,USA,R,2,4,2,1
Color,1628,676,2177,222,English,USA,PG-13,2,4,2,1
Color,803,792,2283,5476,English,USA,R,2,4,2,1
Color,1630,1420,3379,5477,English,USA,PG,2,4,2,1
Color,1631,514,323,1141,English,USA,PG-13,2,4,2,1
Color,1632,1421,3380,5478,French,Canada,R,2,4,2,0
Color,1633,1423,3381,4463,English,USA,R,2,4,2,1
Color,1634,1424,2694,5480,English,USA,PG-13,2,3,4,1
Color,1402,450,1795,5481,English,USA,R,2,4,2,0
Color,47,211,663,5483,English,USA,R,2,4,2,0
Color,75,11,3383,2495,English,UK,R,2,4,2,0
Color,1636,1426,3384,5484,English,UK,?,2,4,1,0
Color,842,236,675,5485,English,Canada,R,2,4,2,0
Color,1637,1257,3385,5486,French,France,PG-13,2,4,2,0
Color,1638,9,2271,4533,English,USA,PG-13,2,4,2,0
Color,16,141,2590,5488,English,'New Zealand',R,2,3,2,0
Color,1200,563,3387,5489,English,USA,PG-13,2,4,2,0
Color,1640,166,1302,388,English,USA,R,2,4,2,0
Color,561,1428,732,2988,English,USA,R,2,4,2,0
Color,1142,34,543,2169,English,Spain,R,2,4,2,0
Color,1218,1429,3388,4547,English,USA,R,2,3,2,0
Color,1641,119,689,5215,English,USA,R,2,4,2,0
Color,1559,772,2382,5134,English,USA,PG-13,2,4,2,0
Color,1642,514,429,5490,English,USA,R,2,4,2,0
Color,1643,1430,3004,4875,English,USA,R,2,4,2,0
Color,1645,501,1346,5492,English,USA,PG-13,2,4,2,0
Color,470,1432,3390,5493,English,USA,R,2,4,2,0
Color,861,414,31,1291,English,USA,R,2,4,2,0
Color,1650,191,719,269,English,USA,PG,2,4,2,0
Color,1652,990,1084,5498,English,USA,R,2,4,2,0
Color,93,1438,3396,5500,English,USA,PG-13,2,4,2,1
Color,209,1439,3397,5501,English,USA,R,2,4,2,0
Color,1654,453,3398,5502,English,Germany,R,2,4,2,0
Color,1658,852,2191,5508,English,USA,R,2,4,2,0
Color,1664,1448,3407,5512,Czech,'Czech Republic',R,4,4,2,0
Color,1665,1449,912,5513,German,Germany,?,2,4,2,0
Color,515,226,2403,2549,English,USA,R,1,4,4,1
Color,1480,544,3408,4437,English,USA,R,2,4,2,1
Color,790,250,206,1205,English,UK,R,2,4,2,0
Color,1008,1450,2426,5515,English,USA,R,2,4,2,0
Color,1667,1451,3409,5516,English,USA,R,2,3,2,0
Color,624,1452,3410,5517,English,USA,X,2,3,2,1
Color,1099,350,936,5518,English,Denmark,R,2,4,2,0
Color,1675,1456,3415,3973,French,France,R,2,4,2,0
Color,1677,386,2662,773,English,Spain,'Not Rated',2,4,2,0
Color,632,899,3418,3146,English,USA,R,2,3,2,1
Color,36,936,3420,4622,English,UK,R,2,3,2,1
Color,437,93,169,4047,English,USA,R,3,4,2,0
Color,44,264,3423,5525,English,USA,R,2,4,2,0
Color,121,719,441,5526,English,USA,R,2,4,2,0
Color,1681,1462,3425,5528,Spanish,Spain,PG-13,4,4,2,0
Color,1682,1463,3426,4530,English,USA,PG,2,4,2,1
Color,826,40,913,1703,English,USA,R,2,4,4,0
Color,1684,1465,3428,5531,Dutch,Netherlands,R,2,4,2,0
Color,1685,323,761,1376,English,USA,R,2,4,2,0
Color,1257,1114,3429,5532,Korean,'South Korea',R,4,4,2,0
Color,1688,35,251,1223,English,UK,R,2,4,2,0
Color,1689,1468,3431,4445,Cantonese,'Hong Kong',R,3,4,2,0
Color,1692,22,652,2390,English,USA,R,2,4,2,0
Color,429,916,1369,1163,English,USA,R,2,3,4,1
Color,1493,504,3438,5539,English,USA,R,2,4,2,0
Color,1696,177,167,2252,English,UK,R,2,4,2,0
Color,726,591,3440,5542,English,'New Zealand',PG-13,2,4,2,1
Color,1697,1475,1398,5543,Hindi,India,?,4,4,4,0
Color,96,25,745,2291,English,USA,PG,4,4,2,0
Color,204,690,3442,5545,Russian,Russia,R,2,4,2,0
Color,435,51,1215,527,English,UK,R,2,3,2,1
Color,950,1477,3443,5546,English,Canada,R,2,3,2,1
Color,233,1478,2853,5547,English,USA,R,2,4,2,0
Color,571,59,192,5549,English,USA,R,2,4,2,1
Color,696,740,532,1117,English,USA,PG,2,3,2,1
Color,1699,1480,3445,5550,English,USA,'Not Rated',2,2,4,1
Color,18,34,1063,2370,English,UK,PG-13,4,4,4,0
Color,12,140,2482,5551,English,USA,R,2,4,2,1
Color,1700,1304,425,5552,English,USA,PG-13,2,4,2,0
Color,1701,76,2392,483,English,USA,R,2,3,2,1
Color,49,626,1870,5553,English,USA,R,2,4,2,1
Color,1704,162,1138,951,English,USA,R,2,4,2,1
Color,469,1482,2587,5555,English,USA,R,2,3,2,1
Color,1707,424,2592,3676,English,France,PG-13,2,4,2,1
Color,776,1484,3448,5558,English,USA,R,2,4,4,1
Color,696,59,458,5174,English,UK,PG-13,2,4,2,1
Color,24,154,334,730,English,USA,PG-13,4,4,2,1
Color,1708,1485,3449,5559,English,USA,R,2,4,2,1
Color,1708,558,1070,663,English,USA,R,2,4,2,1
Color,1039,334,609,4780,English,USA,R,2,4,2,1
Color,1562,86,155,271,English,USA,R,2,4,2,1
Color,548,776,2723,4757,English,USA,R,3,4,2,0
Color,573,1487,1087,5562,Spanish,Spain,R,2,4,2,1
Color,1627,1488,1605,5563,English,USA,R,2,4,2,1
Color,1710,839,1291,360,English,USA,R,2,4,2,1
Color,1711,111,642,274,English,USA,R,2,3,2,0
Color,1048,1136,1296,3129,English,USA,R,2,4,2,0
Color,1712,774,3452,5566,English,USA,R,2,4,2,0
Color,78,518,2725,1452,English,USA,R,2,3,2,0
Color,1250,161,1418,220,English,USA,R,2,4,2,0
Color,1713,340,2422,539,English,USA,R,2,4,2,0
Color,390,707,3453,4626,English,USA,R,2,4,2,0
Color,1714,90,981,1549,English,USA,R,2,4,2,0
Color,1715,1491,3454,5567,English,UK,PG,2,4,2,0
Color,1716,1492,3455,5568,None,USA,PG-13,2,4,2,0
Color,1717,1369,3456,3114,English,USA,R,2,3,2,0
Color,1720,149,1176,965,English,USA,R,2,4,2,0
Color,1701,44,679,483,English,USA,R,2,4,2,0
Color,473,76,2557,5570,English,USA,R,2,4,2,0
Color,1722,1494,1996,4178,English,UK,PG,2,4,2,0
Color,200,414,1184,2040,English,USA,R,1,3,2,0
Color,1723,1495,3458,5571,English,Australia,Unrated,1,4,2,0
Color,781,671,637,2658,English,UK,R,2,4,2,0
Color,1724,1496,1650,5572,German,Mexico,PG-13,2,4,2,0
Color,1338,1497,3459,5573,English,USA,R,2,4,2,0
Color,277,1055,2258,4761,English,USA,R,3,4,2,0
Color,1197,1498,3460,5574,English,UK,R,2,4,2,0
Color,870,49,19,2370,English,Australia,R,3,4,2,0
Color,1726,1441,3462,5575,Spanish,Spain,R,2,4,2,0
Color,1727,1499,3463,3056,English,USA,R,1,4,2,0
Color,572,63,2533,1000,English,USA,R,2,4,2,0
Color,1728,1154,3465,5577,Portuguese,Brazil,Unrated,2,4,2,0
Color,1732,1502,3468,5580,English,Canada,R,2,4,2,0
Color,1738,1509,3474,5588,English,USA,G,2,1,4,1
Color,1739,1510,3475,5589,English,UK,PG-13,2,4,2,0
Color,1563,630,1519,3320,English,USA,Approved,2,2,4,0
Color,1741,1511,3476,5590,English,USA,Passed,2,2,2,1
Color,1744,314,926,5095,English,Canada,R,2,4,2,0
Color,1745,1514,3478,5593,English,USA,Approved,2,1,2,0
Color,1746,1515,3479,4520,English,Iceland,R,2,4,2,0
Color,999,78,1395,142,English,UK,R,2,4,2,1
Color,444,22,281,983,English,UK,PG-13,3,4,2,1
Color,1135,384,17,5596,English,UK,R,2,4,2,1
Color,1747,1517,3482,5597,English,USA,PG,2,3,2,1
' Black and White',273,624,474,479,English,USA,R,2,3,2,1
Color,242,96,3483,1038,English,USA,R,2,3,2,1
Color,1749,639,2353,3445,English,USA,R,2,3,2,1
Color,1751,1478,3485,4178,English,USA,R,2,4,2,1
Color,1752,1523,3486,5602,English,USA,R,2,4,2,1
Color,1734,1524,3487,4085,English,USA,R,2,4,2,1
' Black and White',111,240,3488,2568,English,USA,R,2,4,2,1
Color,889,1525,3489,5603,Spanish,Argentina,R,2,4,4,1
Color,6,1527,3491,5605,English,USA,X,2,3,1,1
Color,1754,1528,2713,2504,English,USA,PG-13,2,4,2,0
Color,1756,1529,3492,5607,Spanish,Mexico,R,2,4,2,0
Color,1757,1530,3493,5608,Norwegian,Norway,PG-13,3,4,2,0
Color,1758,165,1418,868,English,USA,R,2,4,2,0
Color,409,189,2355,3048,English,USA,R,4,4,2,0
Color,1759,336,166,2634,English,USA,R,2,4,2,0
Color,448,1019,1329,411,English,USA,PG-13,2,4,2,0
Color,1760,1531,3494,5609,English,Canada,PG-13,2,4,2,0
Color,1765,1532,3497,5613,English,USA,?,2,4,2,0
Color,1769,130,3500,5221,French,France,G,2,4,1,1
Color,957,11,124,587,English,USA,R,2,4,2,1
Color,1771,327,3502,4331,English,USA,R,2,4,2,0
Color,1772,6,2570,2345,English,USA,R,2,4,2,1
Color,787,638,3477,5617,Portuguese,Brazil,R,2,4,4,1
Color,1773,1223,3503,4704,English,UK,R,2,4,2,0
Color,1470,1536,3505,5619,Danish,Denmark,R,2,4,2,0
Color,955,1537,2179,3097,English,USA,PG-13,2,4,2,1
Color,1777,1059,1599,516,English,USA,R,2,4,2,0
Color,1781,1541,3510,5624,Spanish,Colombia,R,2,4,2,1
Color,1714,300,981,5625,English,USA,R,2,4,2,1
Color,459,720,122,2389,English,USA,R,2,3,2,1
Color,1494,1542,3511,3248,English,UK,Approved,2,2,2,1
Color,464,44,206,2105,English,UK,R,2,4,2,1
Color,437,85,354,5290,English,USA,R,2,4,2,1
Color,1785,1545,3513,1929,English,USA,R,2,4,2,1
Color,606,1371,2277,972,English,UK,PG,2,4,2,1
' Black and White',942,1250,694,3901,English,Germany,R,2,4,2,1
Color,1786,1546,3515,1278,English,USA,R,2,3,2,1
Color,1072,483,1599,3171,English,UK,Unrated,2,3,2,1
Color,1304,1547,3516,2345,English,USA,R,2,4,2,1
Color,245,1548,3517,1638,English,USA,R,2,4,2,1
Color,1129,1549,3518,5626,English,USA,R,2,4,2,1
